#{"t_start": 1779788540.488714, "env_id": "Blackjack4game-v1"}
r,l,t
0.0,2,1.851558
0.0,3,1.854142
0.0,4,1.857444
0.0,3,1.860147
-0.018746,4,1.863567
0.0,3,1.866348
-1.0,5,1.870519
0.0,4,1.873994
-0.049519,3,1.876552
1.5,2,1.878247
0.503466,2,1.880087
0.0,4,1.883836
0.0,4,1.887378
-0.282174,4,1.890727
-0.563151,2,1.892473
-0.005419,4,1.89567
-0.253211,2,1.897284
0.0,4,1.900636
0.403013,4,1.903905
-0.501346,2,1.905679
0.0,2,1.907387
0.0,3,1.910001
-0.365084,4,1.913312
0.0,3,1.915763
0.0,2,1.917536
0.0,2,1.919353
-0.637934,2,1.921331
0.0,6,1.927392
0.0,2,1.929312
0.0,3,1.932805
0.419502,3,1.935591
1.0,4,1.938983
0.0,3,1.941706
0.0,3,1.944406
-0.233761,3,1.946954
-0.114817,4,1.950282
-0.551866,3,1.952837
0.0,2,1.954581
-0.515617,3,1.957354
0.0,4,1.960804
-0.612479,3,1.963387
0.0,4,1.966726
-0.859978,4,1.970162
-1.0,3,2.015687
0.0,2,2.017381
0.0,4,2.020684
0.947786,2,2.022346
0.0,3,2.024875
-0.531635,5,2.029352
0.0,5,2.033661
0.0,3,2.036169
0.0,2,2.037817
0.0,2,2.039653
-0.729581,4,2.043073
0.0,5,2.047318
-0.978534,2,2.04917
0.0,3,2.051747
0.0,4,2.101742
-0.905332,4,2.105418
0.0,3,2.108065
0.0,7,2.114102
-1.0,2,2.115889
0.0,4,2.119286
0.0,3,2.121805
-0.038282,5,2.126091
0.206096,3,2.128898
0.0,4,2.133621
0.0,3,2.136909
0.803442,2,2.13988
-0.964875,4,2.144432
0.0,3,2.148319
-0.381915,3,2.151178
0.0,3,2.153713
-0.33587,4,2.157047
0.0,3,2.159651
0.0,2,2.161317
-1.0,3,2.163875
0.0,4,2.167534
-1.0,4,2.170912
0.0,3,2.173653
0.0,2,2.175433
-0.586929,4,2.178811
-0.556724,2,2.180576
0.0,2,2.182248
0.0,3,2.18474
0.0,4,2.188411
1.950972,2,2.190152
0.0,5,2.194808
-0.274984,5,2.199776
-0.876104,3,2.202743
0.0,4,2.206946
-1.0,5,2.211849
-0.414465,4,2.216202
-0.471788,3,2.219576
-0.15112,3,2.222715
0.0,3,2.226017
0.0,3,2.230343
-0.963716,3,2.235103
1.0,2,2.237179
0.0,4,2.240859
-0.063622,4,2.244998
0.0,4,2.248721
-0.090965,3,2.252053
0.0,3,2.255857
0.0,3,2.260623
-1.0,3,2.265961
-1.0,3,2.270985
0.0,4,2.278377
0.0,2,2.281901
0.0,3,2.286928
-0.146201,2,2.290307
0.0,3,2.294633
0.0,3,2.298476
-1.0,3,2.302201
0.241962,3,2.305852
0.0,4,2.31082
0.0,2,2.312858
0.0,6,2.318487
0.0,2,2.320659
-0.435803,2,2.322774
0.0,4,2.326867
0.0,3,2.329885
-1.0,2,2.33215
1.0,2,2.33434
0.0,3,2.337433
-0.798814,3,2.341218
0.0,3,2.345127
-0.833735,2,2.347628
-0.165507,4,2.353626
-0.890894,4,2.358219
