#{"t_start": 1779789049.760507, "env_id": "Blackjack4game-v1"}
r,l,t
-0.402308,2,1.560315
0.0,4,1.563743
0.0,3,1.566471
-0.21097,2,1.568275
-0.107274,3,1.571057
0.0,4,1.5749
-0.748829,4,1.578785
-1.0,3,1.581433
0.0,3,1.58414
1.202941,2,1.585942
0.0,4,1.5894
-0.195505,3,1.592043
0.0,3,1.59479
0.0,4,1.598308
0.0,3,1.601015
0.0,2,1.602786
-0.061589,4,1.606379
-0.832704,4,1.609795
-0.793809,4,1.613284
0.0,3,1.615834
0.0,3,1.618419
-1.0,3,1.621048
0.256595,3,1.623598
-0.027455,3,1.626119
0.0,2,1.628172
0.0,4,1.63184
0.287372,3,1.634574
0.0,3,1.637138
-0.803046,2,1.638921
0.0,4,1.642406
0.0,3,1.644982
0.0,4,1.648431
-1.0,4,1.651778
-0.753061,3,1.654353
0.0,2,1.656065
-0.265457,2,1.657745
0.320457,2,1.659465
0.0,4,1.662817
0.0,4,1.66608
-0.096398,5,1.670191
-0.510335,4,1.673492
0.0,3,1.676043
0.0,3,1.678606
0.0,5,1.682737
0.0,3,1.685287
0.0,2,1.686993
0.0,3,1.689482
0.0,4,1.692841
0.0,3,1.695394
-0.018746,4,1.698735
0.0,3,1.701239
-1.0,5,1.70536
0.0,4,1.708817
-0.049519,3,1.711381
1.5,2,1.713032
0.503466,2,1.714714
0.0,4,1.718313
0.0,4,1.721573
-0.282174,4,1.724852
-0.563151,2,1.726545
-0.005419,4,1.729862
-0.253211,2,1.731578
0.0,4,1.734988
0.403013,4,1.738351
-0.501346,2,1.740079
0.0,2,1.741738
0.0,3,1.74426
-0.365084,4,1.747582
0.0,3,1.750077
0.0,2,1.751747
0.0,2,1.753441
-0.637934,2,1.755108
0.0,6,1.760451
0.0,2,1.762293
0.0,3,1.764852
0.419502,3,1.767428
1.0,4,1.770737
0.0,3,1.773257
0.0,3,1.775763
-0.233761,3,1.778353
-0.114817,4,1.781658
-0.551866,3,1.784214
0.0,2,1.785905
-0.515617,3,1.788467
0.0,4,1.791775
-0.612479,3,1.794332
0.0,4,1.79762
-0.859978,4,1.800939
-1.0,3,1.846106
0.0,2,1.847957
0.0,4,1.851329
0.947786,2,1.853051
0.0,3,1.855591
-0.531635,5,1.859729
0.0,5,1.863811
0.0,3,1.866376
0.0,2,1.868108
0.0,2,1.869823
-0.729581,4,1.873138
0.0,5,1.877266
-0.978534,2,1.878958
0.0,3,1.881463
0.0,4,1.932078
-0.906128,4,1.936064
0.0,3,1.938795
0.0,7,1.944738
-1.0,2,1.946584
0.0,4,1.950013
0.0,3,1.952603
-0.038351,5,1.956837
0.206292,3,1.959474
0.0,4,1.962855
0.0,3,1.965448
0.804197,2,1.96723
-0.965715,4,1.970581
0.0,3,1.973129
-0.382274,3,1.975691
0.0,3,1.978261
-0.336179,4,1.981603
0.0,3,1.984189
0.0,2,1.985905
-1.0,3,1.988475
0.0,4,1.991846
-1.0,4,1.995192
0.0,3,1.997796
0.0,2,1.999539
-0.58745,4,2.002891
-0.557223,2,2.004602
0.0,2,2.006332
0.0,3,2.009038
0.0,4,2.012697
1.952663,2,2.014461
0.0,5,2.018686
-0.275245,5,2.022887
-0.876871,3,2.02552
0.0,4,2.028893
-1.0,5,2.033666
-0.414829,4,2.040238
-0.472214,3,2.044977
-0.151291,3,2.049782
0.0,3,2.054554
0.0,3,2.059467
-0.964562,3,2.06328
1.0,2,2.065322
0.0,4,2.068926
-0.063718,4,2.073085
0.0,4,2.076783
-0.091076,3,2.079296
0.0,3,2.081827
0.0,3,2.084318
-1.0,3,2.086805
-1.0,3,2.089265
0.0,4,2.092496
0.0,2,2.094132
0.0,3,2.096687
-0.146362,2,2.098382
0.0,3,2.100889
0.0,3,2.103331
-1.0,3,2.105845
0.242194,3,2.108453
0.0,4,2.111737
0.0,2,2.113439
0.0,6,2.118511
0.0,2,2.120241
