#{"t_start": 1779974866.181302, "env_id": "Blackjack4game-v1"}
r,l,t
0.0,4,1.522016
0.0,2,1.523686
-1.0,5,1.528221
0.0,2,1.530002
0.214696,2,1.531809
0.0,4,1.535273
-0.351742,4,1.538635
-0.412785,4,1.542215
0.0,3,1.544831
0.276851,4,1.548482
-1.0,3,1.551269
-0.472376,3,1.553856
0.0,5,1.557944
0.0,4,1.561323
-1.0,3,1.564069
0.0,4,1.567538
0.0,2,1.569341
-1.0,3,1.571823
1.0,5,1.576115
0.0,2,1.577771
0.0,3,1.580266
-0.3237,2,1.581977
0.0,4,1.585563
0.0,3,1.588258
0.0,3,1.591003
0.0,3,1.593641
0.0,5,1.597884
0.732729,2,1.599598
0.0,3,1.602243
-1.0,3,1.605039
-0.989231,3,1.607719
0.0,4,1.611192
0.0,3,1.613654
-0.268032,2,1.615335
-0.733261,2,1.617124
-0.226401,4,1.62083
-0.089139,3,1.623483
1.5,2,1.625271
0.0,2,1.627212
0.506993,2,1.628923
0.0,4,1.632515
0.0,3,1.63523
0.0,2,1.637593
-0.421555,4,1.642324
0.0,3,1.646328
0.0,4,1.651114
0.0,3,1.653899
1.317657,2,1.655621
0.0,3,1.658208
0.0,4,1.661952
0.830172,3,1.664639
-0.323692,4,1.668369
0.0,4,1.671819
0.0,2,1.673797
-0.434755,3,1.676466
-1.0,4,1.680018
0.051307,2,1.68188
0.0,2,1.683579
-0.159216,5,1.687871
-0.640347,2,1.689631
0.0,3,1.692344
0.0,3,1.695029
-0.189979,3,1.697596
0.0,5,1.70196
-0.327701,3,1.704668
-0.472073,4,1.708388
0.0,3,1.711576
-0.745521,5,1.718214
0.803149,5,1.724336
0.0,3,1.727955
-0.213266,5,1.734116
0.0,5,1.74005
0.0,2,1.741956
0.0,5,1.746785
0.0,4,1.750548
0.0,2,1.752396
-0.553988,4,1.755722
0.0,2,1.757632
0.0,5,1.761873
0.0,3,1.764605
-0.483265,4,1.768131
-0.869135,5,1.772524
0.0,2,1.774326
0.0,3,1.777006
0.0,3,1.779815
-1.0,3,1.782413
0.0,4,1.786095
0.0,3,1.788742
-0.031353,3,1.791484
0.240871,3,1.794158
0.0,3,1.79684
0.0,6,1.80214
0.0,2,1.803846
-1.0,3,1.806698
0.0,4,1.810152
0.0,3,1.812842
-1.0,3,1.815567
0.345401,2,1.817454
0.0,3,1.821167
0.0,3,1.824576
