#{"t_start": 1779970271.8015378, "env_id": "Blackjack4game-v1"}
r,l,t
-0.293965,5,5.05362
0.0,3,5.05694
0.0,5,5.06232
0.0,2,5.064975
0.0,2,5.067168
0.084518,3,5.070807
0.0,4,5.075326
-0.840086,3,5.079342
0.0,3,5.082759
0.0,3,5.085997
0.0,3,5.089181
0.0,5,5.094887
-1.0,3,5.099269
0.688575,3,5.102865
0.0,2,5.106106
0.0,5,5.112972
0.0,3,5.11705
0.0,4,5.122278
-0.623194,3,5.125631
0.0,4,5.130313
-0.670427,3,5.134667
0.0,2,5.138327
0.0,2,5.141474
-0.349753,3,5.144925
-0.34518,4,5.149987
0.0,5,5.157464
1.0,4,5.162651
-0.072847,5,5.168307
-1.0,4,5.172824
0.0,3,5.176747
0.0,2,5.179314
-0.838576,2,5.182551
-0.81023,3,5.18658
-0.352653,4,5.191121
0.0,2,5.193154
0.0,4,5.197553
0.0,3,5.20091
1.5,2,5.203616
0.0,4,5.208391
0.0,3,5.2121
0.0,6,5.21835
0.971199,2,5.220328
-0.336197,3,5.223854
-1.0,4,5.228159
0.0,3,5.231746
0.0,3,5.234774
-0.625369,3,5.238436
-0.775223,3,5.241585
0.0,4,5.246242
0.0,4,5.250667
-0.341048,5,5.256157
1.0,4,5.260626
-0.856874,3,5.263902
-0.568723,3,5.267193
0.0,3,5.270352
0.0,3,5.274092
-0.35886,2,5.276036
0.0,3,5.279583
0.0,5,5.285025
-0.2198,3,5.288715
0.0,4,5.293636
0.0,4,5.29863
0.0,5,5.305003
0.0,4,5.309672
-0.944822,3,5.313627
0.0,3,5.316644
1.5,2,5.318573
0.0,4,5.322692
-1.0,3,5.325691
0.0,4,5.329763
0.0,3,5.332916
0.0,4,5.337024
-0.892317,5,5.342004
-0.365326,3,5.34491
-0.966966,2,5.34706
-0.22686,3,5.350224
0.0,2,5.352337
-0.56154,3,5.355545
-1.0,3,5.358685
-1.0,2,5.360959
0.0,4,5.364958
0.0,5,5.369926
0.0,3,5.372822
0.0,6,5.378808
0.0,3,5.381928
-0.072632,4,5.386007
0.0,2,5.388458
-1.0,2,5.391177
-0.049442,4,5.395673
0.0,3,5.398889
-1.0,3,5.402092
0.0,2,5.404305
-0.422692,3,5.407307
-0.153716,3,5.410374
0.0,3,5.414231
-0.07123,2,5.416422
0.0,4,5.420983
0.0,4,5.425889
-0.559548,3,5.429487
0.712081,3,5.43277
0.0,3,5.436501
0.0,2,5.438948
0.0,3,5.442733
0.0,4,5.446953
0.0,4,5.452011
0.0,3,5.455721
0.0,2,5.458718
0.0,2,5.461143
-1.0,5,5.46666
0.0,3,5.470701
0.0,3,5.475105
0.0,3,5.479326
0.0,2,5.481878
1.5,2,5.484119
0.0,3,5.487504
0.0,2,5.489993
0.0,2,5.492359
0.0,3,5.496338
-0.233448,7,5.505907
0.0,3,5.50952
-0.676699,3,5.512715
-0.224598,5,5.518476
0.0,4,5.52301
0.0,2,5.525353
-0.441599,3,5.529364
0.0,6,5.53606
0.0,3,5.539184
0.0,3,5.54237
-0.081,5,5.547533
-0.192093,3,5.550536
0.0,3,5.553655
0.0,3,5.556702
0.0,4,5.560482
-0.315193,3,5.563525
0.0,6,5.569386
